,id,text,agg_bert_row,answer_length,x_position,y_position
73,74,Sketching,0,9,6.043303,-1.6677469
74,75,Consider fron the side of user,0,30,2.084466,2.3439262
75,76,Defer judgment ,3,15,-0.9782907,7.8018346
76,77,Work on quantity instead of quality ,2,36,-6.426652,1.5860146
77,78,It's important to engage in brainstorming,1,41,-0.2343459,-2.8730388
78,79,Conversations take place one at a time,0,38,2.9360576,-3.4747887
79,80,conversations take place one at a time,0,38,2.9358873,-3.4790704
80,81,We must empathize with users ,0,29,2.2921658,1.0415704
81,82,Speed dating with users,0,23,5.5052342,-4.6464543
82,83,Listen to customers,0,19,2.3857949,-0.61746347
83,84,Defer judgement,3,15,-0.405499,7.476158
84,85,Encourage Wild Ideas,4,20,-3.0557377,-4.5672255
85,86,Defer judgment,3,14,-1.621969,7.33627
86,87,One rule for ideation in human-centered design is to defer judgement while you are brainstorming ideas to be able to have an open mind for any ideas that may arise and to not close off any potential solutions.,1,209,-0.06642184,-1.9830064
87,88,Be visual,5,9,6.3594203,0.3380489
88,89,Generate many ideas - user goals are evaluated,1,46,-1.8571031,-2.4526954
89,90,Speed date with users,0,21,5.5619445,-4.6366243
90,91,Be Visual,5,9,7.190756,0.06904431
91,92,Don't judge ideas to quickly ,1,29,-1.6113752,3.1764214
92,93,Be Visual,5,9,6.8403172,-0.19056642
93,94,Be visual,5,9,6.47402,0.6766156
94,95,We would need to include a variety of ideas,1,43,-2.634054,-0.24343498
95,96,Building on others ideas,1,24,-1.2030054,-1.4430636
96,97,build on each others' ideas,1,27,-0.93258476,-1.194277
97,98,Create as many ideas as possible (quantity),1,43,-3.3402448,-1.5411564
98,99,Go for quantity,2,15,-6.7929187,0.36683923
99,100,You are not the user,0,20,2.8958457,2.5090516
100,101,Be visual,5,9,7.2139473,0.33893183
101,102,Encourage wild ideas,4,20,-2.6305087,-4.2678537
102,103,Encourage wild ideas ,4,21,-2.8533568,-4.282312
103,104,need to account for the basic scenarios,0,39,-4.5113845,-0.83136904
104,105,Build on other's ideas. ,1,24,-1.3467603,-1.0467492
105,106,Coming up with lots of ideas,1,28,-3.217214,-0.13371657
106,107,Cluster and select,0,18,3.77653,-6.9643173
107,108,conversations take place on at a time ,0,38,2.9653473,-3.4578013
108,109,Be visual,5,9,6.553022,0.7465439
109,110,clustering and selection process,0,32,3.8403678,-6.9623585
